"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
1951-01-21,0.823459446381544,36909,1,21,1951.05559360731,1213,1951,21,-0.194240976015358,0.847731028983268,NA
1951-01-22,0.795142600012867,36910,1,22,1951.05833333333,1213,1951,22,-0.229233809327508,0.835595237682406,NA
1951-01-23,0.766825753644189,36911,1,23,1951.06107305936,1213,1951,23,-0.265495682505849,0.81941418261459,NA
1951-01-24,0.766825753644189,36912,1,24,1951.06381278539,1213,1951,24,-0.265495682505849,0.807278391313728,NA
1951-01-25,0.795142600012867,36913,1,25,1951.06655251142,1213,1951,25,-0.229233809327508,0.799187863779821,NA
1951-01-26,0.795142600012867,36914,1,26,1951.06929223744,1213,1951,26,-0.229233809327508,0.795142600012867,NA
1951-01-27,0.766825753644189,36915,1,27,1951.07203196347,1213,1951,27,-0.265495682505849,0.787052072478959,NA
1951-01-28,0.766825753644189,36916,1,28,1951.0747716895,1213,1951,28,-0.265495682505849,0.778961544945051,NA
1951-01-29,0.766825753644189,36917,1,29,1951.07751141553,1213,1951,29,-0.265495682505849,0.774916281178097,NA
1951-01-30,0.738508907275512,36918,1,30,1951.08025114155,1213,1951,30,-0.303122115776043,0.770871017411143,0.91879282915609
1951-01-31,0.738508907275512,36919,1,31,1951.08299086758,1213,1951,31,-0.303122115776043,0.766825753644189,0.904634405971752
1951-02-01,0.738508907275512,36920,2,32,1951.08573059361,1214,1951,32,-0.303122115776043,0.758735226110281,0.890475982787413
1951-02-02,0.880093139118899,36921,2,33,1951.08847031963,1214,1951,33,-0.127727537202693,0.770871017411143,0.881037033997854
1951-02-03,1.58801429833583,36922,2,34,1951.09121004566,1214,1951,34,0.462484366774226,0.888183666652806,0.895195457182193
1951-02-04,1.58801429833583,36923,2,35,1951.09394977169,1214,1951,35,0.462484366774226,1.00549631589447,0.909353880366532
1951-02-05,1.5030637592298,36924,2,36,1951.09668949772,1214,1951,36,0.407505531181658,1.11067317383527,0.924456198429827
1951-02-06,1.36147952738641,36925,2,37,1951.09942922374,1214,1951,37,0.308571996210992,1.19966897670826,0.934839042098341
1951-02-07,3.54187669777457,36926,2,38,1951.10216894977,1214,1951,38,1.26465672728508,1.60015008963669,1.01790179144646
1951-02-08,3.68346092961796,36927,2,39,1951.1049086758,1214,1951,39,1.30385278022089,2.0208575213999,1.10568401518936
1951-02-09,2.83395553855764,36928,2,40,1951.10764840183,1214,1951,40,1.04167345256308,2.29998072131972,1.1670371823215
1951-02-10,2.35256915029012,36929,2,41,1951.11038812785,1214,1951,41,0.855507986430139,2.40920284302748,1.21328803139034
1951-02-11,1.89949960839128,36930,2,42,1951.11312785388,1214,1951,42,0.641590487481416,2.45370074446397,1.24538045727484
1951-02-12,1.58801429833583,36931,2,43,1951.11586757991,1214,1951,43,0.462484366774226,2.46583653576483,1.26897782924873
1951-02-13,1.41811322012377,36932,2,44,1951.11860730594,1214,1951,44,0.349327269861687,2.47392706329874,1.2869118319489
1951-02-14,1.27652898828038,36933,2,45,1951.12134703196,1214,1951,45,0.244144666631039,2.15030596194243,1.30012636025428
1951-02-15,1.16326160280567,36934,2,46,1951.12408675799,1214,1951,46,0.151227786165835,1.79027748668353,1.30956530904384
1951-02-16,1.07831106369964,36935,2,47,1951.12682648402,1214,1951,47,0.075395987170085,1.53947113313238,1.31711646807549
1951-02-17,1.02167737096229,36936,2,48,1951.12956621005,1214,1951,48,0.0214457579529013,1.34934373608555,1.32277983734922
1951-02-18,0.993360524593608,36937,2,49,1951.13230593607,1214,1951,49,-0.00666161477349654,1.21989529554303,1.32844320662296
1951-02-19,0.965043678224931,36938,2,50,1951.1350456621,1214,1951,50,-0.0355819162582082,1.13089949267004,1.33316268101774
1951-02-20,0.908409985487576,36939,2,51,1951.13778538813,1214,1951,51,-0.0960594764205991,1.05808474486487,1.3359943656546
1951-02-21,0.908409985487576,36940,2,52,1951.14052511416,1214,1951,52,-0.0960594764205991,1.00549631589447,1.33976994517043
1951-02-22,0.880093139118899,36941,2,53,1951.14326484018,1214,1951,53,-0.127727537202693,0.965043678224931,1.34354552468625
1951-02-23,0.851776292750222,36942,2,54,1951.14600456621,1214,1951,54,-0.160431353824197,0.9326815680893,1.34637720932312
1951-02-24,0.823459446381544,36943,2,55,1951.14874429224,1214,1951,55,-0.194240976015358,0.904364721720622,1.34732110420207
1951-02-25,0.795142600012867,36944,2,56,1951.15148401826,1214,1951,56,-0.229233809327508,0.876047875351945,1.34732110420207
1951-02-26,0.766825753644189,36945,2,57,1951.15422374429,1214,1951,57,-0.265495682505849,0.847731028983268,1.34732110420207
1951-02-27,0.738508907275512,36946,2,58,1951.15696347032,1214,1951,58,-0.303122115776043,0.823459446381544,1.34637720932312
1951-02-28,0.738508907275512,36947,2,59,1951.15970319635,1214,1951,59,-0.303122115776043,0.799187863779821,1.34543331444416
1951-03-01,0.738508907275512,36948,3,61,1951.16244292237,1215,1951,60,-0.303122115776043,0.778961544945051,1.34543331444416
1951-03-02,0.710192060906835,36949,3,62,1951.1651826484,1215,1951,61,-0.342219837208069,0.758735226110282,1.34448941956521
1951-03-03,0.710192060906835,36950,3,63,1951.16792237443,1215,1951,62,-0.342219837208069,0.742554171042466,1.34354552468625
1951-03-04,0.681875214538157,36951,3,64,1951.17066210046,1215,1951,63,-0.382908607765107,0.72637311597465,1.33693826053356
1951-03-05,0.65355836816948,36952,3,65,1951.17340182648,1215,1951,64,-0.425323433656159,0.710192060906835,1.30578972952801
1951-03-06,0.65355836816948,36953,3,66,1951.17614155251,1215,1951,65,-0.425323433656159,0.698056269605973,1.27464119852247
1951-03-07,0.625241521800803,36954,3,67,1951.17888127854,1215,1951,66,-0.469617269011179,0.681875214538157,1.24538045727484
1951-03-08,0.625241521800803,36955,3,68,1951.18162100457,1215,1951,67,-0.469617269011179,0.665694159470342,1.22083919042198
1951-03-09,0.625241521800803,36956,3,69,1951.18436073059,1215,1951,68,-0.469617269011179,0.65355836816948,1.12361801788952
1951-03-10,0.596924675432125,36957,3,70,1951.18710045662,1215,1951,69,-0.515964345355353,0.637377313101664,1.02073347608333
1951-03-11,0.568607829063448,36958,3,71,1951.18984018265,1215,1951,70,-0.564564310842358,0.621196258033849,0.945221885766856
1951-03-12,2.40920284302748,36959,3,72,1951.19257990868,1215,1951,71,0.87929592225791,0.872002611584991,0.947109675524769
1951-03-13,4.39138208883489,36960,3,73,1951.1953196347,1215,1951,72,1.47964400415345,1.40597742882291,1.03017242487289
1951-03-14,3.08880715587573,36961,3,74,1951.19805936073,1215,1951,73,1.12778498268229,1.7579153765479,1.08019885345755
1951-03-15,2.32425230392144,36962,3,75,1951.20079908676,1215,1951,74,0.843398397607051,2.00063120256513,1.11040348958414
1951-03-16,1.87118276202261,36963,3,76,1951.20353881279,1215,1951,75,0.626570723987281,2.1786228083111,1.13022528204222
1951-03-17,1.53138060559848,36964,3,77,1951.20627853881,1215,1951,76,0.426169685125689,2.31211651262058,1.14249591546864
1951-03-18,1.27652898828038,36965,3,78,1951.20901826484,1215,1951,77,0.244144666631039,2.41324810679443,1.14910317962133
1951-03-19,1.07831106369964,36966,3,79,1951.21175799087,1215,1951,78,0.075395987170085,2.2231207097476,1.15099096937925
1951-03-20,1.02167737096229,36967,3,80,1951.2144977169,1215,1951,79,0.0214457579529013,1.74173432148008,1.1519348642582
1951-03-21,0.965043678224931,36968,3,81,1951.21723744292,1215,1951,80,-0.0355819162582082,1.43833953895854,1.1519348642582
1951-03-22,0.965043678224931,36969,3,82,1951.21997716895,1215,1951,81,-0.0355819162582082,1.24416687814475,1.15382265401611
1951-03-23,0.908409985487576,36970,3,83,1951.22271689498,1215,1951,82,-0.0960594764205991,1.10662791006832,1.15382265401611
1951-03-24,0.766825753644189,36971,3,84,1951.225456621,1215,1951,83,-0.265495682505849,0.997405788360562,1.15004707450029
1951-03-25,0.710192060906835,36972,3,85,1951.22819634703,1215,1951,84,-0.342219837208069,0.916500513021484,1.14532760010551
1951-03-26,0.65355836816948,36973,3,86,1951.23093607306,1215,1951,85,-0.425323433656159,0.855821556517176,1.13966423083177
1951-03-27,0.596924675432125,36974,3,87,1951.23367579909,1215,1951,86,-0.515964345355353,0.795142600012867,1.13305696667908
1951-03-28,0.540290982694771,36975,3,88,1951.23641552511,1215,1951,87,-0.615647427712862,0.734463643508558,1.12550580764744
1951-03-29,0.511974136326093,36976,3,89,1951.23915525114,1215,1951,88,-0.669481170206654,0.669739423237296,1.11795464861579
1951-03-30,0.511974136326093,36977,3,90,1951.24189497717,1215,1951,89,-0.669481170206654,0.613105730499941,1.11040348958414
1951-03-31,0.483657289957416,36978,3,91,1951.2446347032,1215,1951,90,-0.726378701671938,0.572653092830402,1.10190843567354
1951-04-01,0.455340443588739,36979,4,92,1951.24737442922,1216,1951,91,-0.786709912146398,0.536245718927817,1.09341338176294
1951-04-02,0.483657289957416,36980,4,93,1951.25011415525,1216,1951,92,-0.726378701671938,0.511974136326093,1.08586222273129
1951-04-03,0.483657289957416,36981,4,94,1951.25285388128,1216,1951,93,-0.726378701671938,0.495793081258278,1.0792549585786
1951-04-04,0.455340443588739,36982,4,95,1951.25559360731,1216,1951,94,-0.786709912146398,0.483657289957416,1.07264769442591
1951-04-05,0.427023597220061,36983,4,96,1951.25833333333,1216,1951,95,-0.850916004469998,0.471521498656554,1.06509653539426
1951-04-06,0.427023597220061,36984,4,97,1951.26107305936,1216,1951,96,-0.850916004469998,0.459385707355693,1.05848927124157
1951-04-07,3.54187669777457,36985,4,98,1951.26381278539,1216,1951,97,1.26465672728508,0.896274194186714,1.15571044377403
1951-04-08,11.3856431418982,36986,4,99,1951.26655251142,1216,1951,98,2.43235318820549,2.45774600823092,1.51439049777727
1951-04-09,10.1963355944137,36987,4,100,1951.26929223744,1216,1951,99,2.32202840029289,3.84527148029611,1.83437086174332
1951-04-10,7.30801726480866,36988,4,101,1951.27203196347,1216,1951,100,1.98897200096626,4.820180048132,2.05901784293483
1951-04-11,5.46742225084463,36989,4,102,1951.2747716895,1216,1951,101,1.69880725322893,5.53619173488284,2.16095848986207
1951-04-12,4.16484731788547,36990,4,103,1951.27751141553,1216,1951,102,1.42667961657604,6.07016655212075,2.15340733083042
1951-04-13,3.54187669777457,36991,4,104,1951.28025114155,1216,1951,103,1.26465672728508,6.51514556648569,2.16850964889372
1951-04-14,2.77732184582028,36992,4,105,1951.28299086758,1216,1951,104,1.02148709855558,6.40592344477793,2.18361196695701
1951-04-15,2.15435122570938,36993,4,106,1951.28573059361,1216,1951,105,0.767489622874174,5.08716745675096,2.19305091574657
1951-04-16,1.70128168381054,36994,4,107,1951.28847031963,1216,1951,106,0.531381898651728,3.87358832666479,2.19871428502031
1951-04-17,1.5030637592298,36995,4,108,1951.29121004566,1216,1951,107,0.407505531181658,3.04430925443924,2.20626544405195
1951-04-18,1.36147952738641,36996,4,109,1951.29394977169,1216,1951,108,0.308571996210992,2.45774600823092,2.21570439284151
1951-04-19,9.23356281787872,36997,4,110,1951.29668949772,1216,1951,109,2.22284497813821,3.18184822251567,2.48943390773873
1951-04-20,20.4753508262436,36998,4,111,1951.29942922374,1216,1951,110,3.01922176396321,5.6009159551541,3.13977747933935
1951-04-21,15.0101994770889,36999,4,112,1951.30216894977,1216,1951,111,2.70872993516992,7.34846990247819,3.60794933930148
1951-04-22,9.68663235977756,37000,4,113,1951.3049086758,1216,1951,112,2.2707468278068,8.42451006448793,3.90055675177781
1951-04-23,7.90267103855088,37001,4,114,1951.30764840183,1216,1951,113,2.06720080847365,9.31042282945084,4.1384182612747
1951-04-24,21.1832719854606,37002,4,115,1951.31038812785,1216,1951,114,3.05321181291881,12.1218811474838,4.82085425875983
1951-04-25,8.41237427318707,37003,4,116,1951.31312785388,1216,1951,115,2.12970374962137,13.1291518254553,5.07948145559375
1951-04-26,4.98603586257711,37004,4,117,1951.31586757991,1216,1951,116,1.60664117773035,12.5223622604122,5.22578516183192
1951-04-27,3.40029246593118,37005,4,118,1951.31860730594,1216,1951,117,1.22386144731418,10.083068208939,5.32111854460646
1951-04-28,2.52247022850219,37006,4,119,1951.32134703196,1216,1951,118,0.925238670798254,8.29910688771237,5.38813508101233
1951-04-29,1.95613330112864,37007,4,120,1951.32408675799,1216,1951,119,0.670969719151797,7.19474987933395,5.43627371983908
1951-04-30,1.64464799107319,37008,4,121,1951.32682648402,1216,1951,120,0.49752637412926,6.30074658683714,5.47497340987628
1951-05-01,1.36147952738641,37009,5,122,1951.32956621005,1217,1951,121,0.308571996210992,3.4690619499694,5.50517804600287
1951-05-02,1.38979637375509,37010,5,123,1951.33230593607,1217,1951,122,0.329157242709976,2.46583653576483,5.53538268212946
1951-05-03,1.27652898828038,37011,5,124,1951.3350456621,1217,1951,123,0.244144666631039,1.93590698229387,5.56181173874022
1951-05-04,1.10662791006832,37012,5,125,1951.33778538813,1217,1951,124,0.101317472624435,1.6082406171706,5.58352132095621
1951-05-05,0.993360524593608,37013,5,126,1951.34052511416,1217,1951,125,-0.00666161477349654,1.38979637375509,5.60239921853533
1951-05-06,0.908409985487576,37014,5,127,1951.34326484018,1217,1951,126,-0.0960594764205991,1.2401216143778,5.61844543147758
1951-05-07,0.851776292750222,37015,5,128,1951.34600456621,1217,1951,127,-0.160431353824197,1.12685422890309,5.52877541797676
1951-05-08,0.766825753644189,37016,5,129,1951.34874429224,1217,1951,128,-0.265495682505849,1.04190368979706,5.1748148383683
1951-05-09,1.30484583464906,37017,5,130,1951.35148401826,1217,1951,129,0.266084899427706,1.02976789849619,4.87843184637614
1951-05-10,1.89949960839128,37018,5,131,1951.35422374429,1217,1951,130,0.641590487481416,1.11876370136918,4.69814792449556
1951-05-11,1.21989529554303,37019,5,132,1951.35696347032,1217,1951,131,0.198765031736748,1.13494475643699,4.55656369265218
1951-05-12,1.02167737096229,37020,5,133,1951.35970319635,1217,1951,132,0.0214457579529013,1.13899002020395,4.45179136108807
1951-05-13,1.04999421733096,37021,5,134,1951.36244292237,1217,1951,133,0.0487846568504191,1.15921633903872,4.36872861173995
1951-05-14,0.965043678224931,37022,5,135,1951.3651826484,1217,1951,134,-0.0355819162582082,1.17539739410653,4.30831933948677
1951-05-15,0.880093139118899,37023,5,136,1951.36792237443,1217,1951,135,-0.127727537202693,1.19157844917435,4.26584406993376
1951-05-16,0.795142600012867,37024,5,137,1951.37066210046,1217,1951,136,-0.229233809327508,1.11876370136918,4.23563943380717
1951-05-17,0.738508907275512,37025,5,138,1951.37340182648,1217,1951,137,-0.303122115776043,0.95290788692407,4.21015427207536
1951-05-18,0.738508907275512,37026,5,139,1951.37614155251,1217,1951,138,-0.303122115776043,0.884138402885853,4.18938858473833
1951-05-19,0.710192060906835,37027,5,140,1951.37888127854,1217,1951,139,-0.342219837208069,0.839640501449359,3.9052762261726
1951-05-20,0.681875214538157,37028,5,141,1951.38162100457,1217,1951,140,-0.382908607765107,0.787052072478959,3.24549370578241
1951-05-21,0.65355836816948,37029,5,142,1951.38436073059,1217,1951,141,-0.425323433656159,0.742554171042466,2.76693900215177
1951-05-22,0.65355836816948,37030,5,143,1951.38710045662,1217,1951,142,-0.425323433656159,0.710192060906835,2.46583653576483
1951-05-23,0.596924675432125,37031,5,144,1951.38984018265,1217,1951,143,-0.515964345355353,0.681875214538157,2.22231165699421
1951-05-24,0.568607829063448,37032,5,145,1951.39257990868,1217,1951,144,-0.564564310842358,0.657603631936434,1.5351561851143
1951-05-25,0.540290982694771,37033,5,146,1951.3953196347,1217,1951,145,-0.615647427712862,0.629286785567757,1.27275340876456
1951-05-26,0.540290982694771,37034,5,147,1951.39805936073,1217,1951,146,-0.615647427712862,0.605015202966033,1.12456191276848
1951-05-27,0.710192060906835,37035,5,148,1951.40079908676,1217,1951,147,-0.342219837208069,0.609060466732987,1.03489189926767
1951-05-28,0.738508907275512,37036,5,149,1951.40353881279,1217,1951,148,-0.303122115776043,0.621196258033849,0.975426521893446
1951-05-29,0.596924675432125,37037,5,150,1951.40627853881,1217,1951,149,-0.515964345355353,0.613105730499941,0.930119567703562
1951-05-30,0.511974136326093,37038,5,151,1951.40901826484,1217,1951,150,-0.669481170206654,0.600969939199079,0.892363772545326
1951-05-31,0.483657289957416,37039,5,152,1951.41175799087,1217,1951,151,-0.726378701671938,0.588834147898218,0.863103031297692
1951-06-01,0.738508907275512,37040,6,153,1951.4144977169,1218,1951,152,-0.303122115776043,0.617150994266895,0.841393449081706
1951-06-02,0.596924675432125,37041,6,154,1951.41723744292,1218,1951,153,-0.515964345355353,0.625241521800803,0.818739971986765
1951-06-03,0.511974136326093,37042,6,155,1951.41997716895,1218,1951,154,-0.669481170206654,0.596924675432125,0.79891817952869
1951-06-04,0.483657289957416,37043,6,156,1951.42271689498,1218,1951,155,-0.726378701671938,0.56051730152954,0.781928071707484
1951-06-05,0.483657289957416,37044,6,157,1951.425456621,1218,1951,156,-0.726378701671938,0.544336246461725,0.767769648523145
1951-06-06,0.455340443588739,37045,6,158,1951.42819634703,1218,1951,157,-0.786709912146398,0.536245718927817,0.754555120217763
1951-06-07,0.455340443588739,37046,6,159,1951.43093607306,1218,1951,158,-0.786709912146398,0.532200455160863,0.744172276549248
1951-06-08,0.511974136326093,37047,6,160,1951.43367579909,1218,1951,159,-0.669481170206654,0.499838345025232,0.717743219938482
1951-06-09,0.511974136326093,37048,6,161,1951.43641552511,1218,1951,160,-0.669481170206654,0.48770255372437,0.671492370869643
1951-06-10,0.511974136326093,37049,6,162,1951.43915525114,1218,1951,161,-0.669481170206654,0.48770255372437,0.647894998895745
1951-06-11,0.511974136326093,37050,6,163,1951.44189497717,1218,1951,162,-0.669481170206654,0.491747817491324,0.630904891074538
1951-06-12,0.511974136326093,37051,6,164,1951.4446347032,1218,1951,163,-0.669481170206654,0.495793081258278,0.612970888374376
1951-06-13,0.511974136326093,37052,6,165,1951.44737442922,1218,1951,164,-0.669481170206654,0.503883608792185,0.597868570311081
1951-06-14,0.511974136326093,37053,6,166,1951.45011415525,1218,1951,165,-0.669481170206654,0.511974136326093,0.585597936884654
1951-06-15,0.511974136326093,37054,6,167,1951.45285388128,1218,1951,166,-0.669481170206654,0.511974136326093,0.576158988095095
1951-06-16,0.540290982694771,37055,6,168,1951.45559360731,1218,1951,167,-0.615647427712862,0.516019400093047,0.569551723942404
1951-06-17,0.596924675432125,37056,6,169,1951.45833333333,1218,1951,168,-0.515964345355353,0.528155191393909,0.564832249547624
1951-06-18,0.710192060906835,37057,6,170,1951.46107305936,1218,1951,169,-0.342219837208069,0.556472037762586,0.564832249547624
1951-06-19,0.795142600012867,37058,6,171,1951.46381278539,1218,1951,170,-0.229233809327508,0.596924675432125,0.568607829063448
1951-06-20,0.993360524593608,37059,6,172,1951.46655251142,1218,1951,171,-0.00666161477349654,0.665694159470342,0.579934567610919
1951-06-21,1.04999421733096,37060,6,173,1951.46929223744,1218,1951,172,0.0487846568504191,0.742554171042466,0.593149095916301
1951-06-22,0.851776292750222,37061,6,174,1951.47203196347,1218,1951,173,-0.160431353824197,0.791097336245912,0.601644149826905
1951-06-23,0.766825753644189,37062,6,175,1951.4747716895,1218,1951,174,-0.265495682505849,0.823459446381544,0.608251413979596
1951-06-24,0.681875214538157,37063,6,176,1951.47751141553,1218,1951,175,-0.382908607765107,0.835595237682405,0.612970888374376
1951-06-25,0.625241521800803,37064,6,177,1951.48025114155,1218,1951,176,-0.469617269011179,0.823459446381544,0.615802573011243
1951-06-26,0.596924675432125,37065,6,178,1951.48299086758,1218,1951,177,-0.515964345355353,0.795142600012866,0.61202699349542
1951-06-27,0.596924675432125,37066,6,179,1951.48573059361,1218,1951,178,-0.515964345355353,0.738508907275512,0.60730751910064
1951-06-28,0.766825753644189,37067,6,180,1951.48847031963,1218,1951,179,-0.265495682505849,0.698056269605973,0.612970888374376
1951-06-29,0.65355836816948,37068,6,181,1951.49121004566,1218,1951,180,-0.425323433656159,0.669739423237296,0.617690362769155
1951-06-30,0.681875214538157,37069,6,182,1951.49394977169,1218,1951,181,-0.382908607765107,0.657603631936434,0.624297626921847
1951-07-01,0.681875214538157,37070,7,183,1951.49668949772,1219,1951,182,-0.382908607765107,0.657603631936434,0.622409837163935
1951-07-02,0.880093139118899,37071,7,184,1951.49942922374,1219,1951,183,-0.127727537202693,0.694011005839019,0.631848785953494
1951-07-03,0.993360524593608,37072,7,185,1951.50216894977,1219,1951,184,-0.00666161477349654,0.750644698576374,0.647894998895745
1951-07-04,1.21989529554303,37073,7,186,1951.5049086758,1219,1951,185,0.198765031736748,0.83964050144936,0.672436265748598
1951-07-05,1.21989529554303,37074,7,187,1951.50764840183,1219,1951,186,0.198765031736748,0.904364721720623,0.696977532601452
1951-07-06,0.965043678224931,37075,7,188,1951.51038812785,1219,1951,187,-0.0355819162582082,0.948862623157116,0.713967640422659
1951-07-07,0.851776292750222,37076,7,189,1951.51312785388,1219,1951,188,-0.160431353824197,0.973134205758839,0.727182168728041
1951-07-08,0.908409985487576,37077,7,190,1951.51586757991,1219,1951,189,-0.0960594764205991,1.00549631589447,0.740396697033424
1951-07-09,1.2482121419117,37078,7,191,1951.51860730594,1219,1951,190,0.221712241007507,1.05808474486487,0.764937963886278
1951-07-10,1.30484583464906,37079,7,192,1951.52134703196,1219,1951,191,0.266084899427706,1.10258264630136,0.791367020497043
1951-07-11,1.07831106369964,37080,7,193,1951.52408675799,1219,1951,192,0.075395987170085,1.08235632746659,0.810244918076161
1951-07-12,0.908409985487576,37081,7,194,1951.52682648402,1219,1951,193,-0.0960594764205991,1.0378584260301,0.823459446381544
1951-07-13,0.766825753644189,37082,7,195,1951.52956621005,1219,1951,194,-0.265495682505849,1.00954157966142,0.831954500292147
1951-07-14,0.710192060906835,37083,7,196,1951.53230593607,1219,1951,195,-0.342219837208069,0.989315260826654,0.838561764444838
1951-07-15,0.681875214538157,37084,7,197,1951.5350456621,1219,1951,196,-0.382908607765107,0.956953150691022,0.844225133718574
1951-07-16,0.65355836816948,37085,7,198,1951.53778538813,1219,1951,197,-0.425323433656159,0.872002611584991,0.848000713234398
1951-07-17,0.625241521800803,37086,7,199,1951.54052511416,1219,1951,198,-0.469617269011179,0.774916281178097,0.848944608113354
1951-07-18,0.795142600012867,37087,7,200,1951.54326484018,1219,1951,199,-0.229233809327508,0.734463643508558,0.851776292750221
1951-07-19,1.33316268101774,37088,7,201,1951.54600456621,1219,1951,200,0.287554075023765,0.795142600012867,0.869710295450384
1951-07-20,1.38979637375509,37089,7,202,1951.54874429224,1219,1951,201,0.329157242709976,0.884138402885853,0.882924823755767
1951-07-21,1.27652898828038,37090,7,203,1951.55148401826,1219,1951,202,0.244144666631039,0.965043678224931,0.890475982787414
1951-07-22,1.07831106369964,37091,7,204,1951.55422374429,1219,1951,203,0.075395987170085,1.02167737096229,0.898027141819061
1951-07-23,1.04999421733096,37092,7,205,1951.55696347032,1219,1951,204,0.0487846568504191,1.07831106369964,0.90746609060862
1951-07-24,1.02167737096229,37093,7,206,1951.55970319635,1219,1951,205,0.0214457579529013,1.134944756437,0.918792829156091
1951-07-25,0.965043678224931,37094,7,207,1951.56244292237,1219,1951,206,-0.0355819162582082,1.15921633903872,0.930119567703562
1951-07-26,0.936726831856254,37095,7,208,1951.5651826484,1219,1951,207,-0.0653635740868334,1.10258264630136,0.941446306251033
1951-07-27,0.965043678224931,37096,7,209,1951.56792237443,1219,1951,208,-0.0355819162582082,1.04190368979706,0.95371693967746
1951-07-28,1.47474691286112,37097,7,210,1951.57066210046,1219,1951,209,0.388486390568543,1.07022053616573,0.977314311651358
1951-07-29,3.68346092961796,37098,7,211,1951.57340182648,1219,1951,210,1.30385278022089,1.44238480272549,1.07831106369964
1951-07-30,1.92781645475996,37099,7,212,1951.57614155251,1219,1951,211,0.656387991843265,1.56778797950106,1.1198424383737
1951-07-31,1.70128168381054,37100,7,213,1951.57888127854,1219,1951,212,0.531381898651728,1.66487430990796,1.15382265401611
1951-08-01,1.2482121419117,37101,8,214,1951.58162100457,1220,1951,213,0.221712241007507,1.70532694757749,1.16609328744254
1951-08-02,1.02167737096229,37102,8,215,1951.58436073059,1220,1951,214,0.0214457579529013,1.71746273887836,1.1670371823215
1951-08-03,1.04999421733096,37103,8,216,1951.58710045662,1220,1951,215,0.0487846568504191,1.72959853017922,1.16137381304776
1951-08-04,1.16326160280567,37104,8,217,1951.58984018265,1220,1951,216,0.151227786165835,1.68510062874273,1.15948602328985
1951-08-05,2.35256915029012,37105,8,218,1951.59257990868,1220,1951,217,0.855507986430139,1.49497323169589,1.20573687235869
1951-08-06,2.35256915029012,37106,8,219,1951.5953196347,1220,1951,218,0.855507986430139,1.5556521882002,1.25576330094335
1951-08-07,1.87118276202261,37107,8,220,1951.59805936073,1220,1951,219,0.626570723987281,1.57992377080192,1.28785572682785
1951-08-08,1.58801429833583,37108,8,221,1951.60079908676,1220,1951,220,0.462484366774226,1.62846693600537,1.29918246537532
1951-08-09,1.58801429833583,37109,8,222,1951.60353881279,1220,1951,221,0.462484366774226,1.70937221134445,1.30862141416488
1951-08-10,1.44643006649245,37110,8,223,1951.60627853881,1220,1951,222,0.369098497561165,1.7660059040818,1.32089204759131
1951-08-11,1.19157844917435,37111,8,224,1951.60901826484,1220,1951,223,0.175278856072723,1.77005116784876,1.33033099638087
1951-08-12,0.908409985487576,37112,8,225,1951.61175799087,1220,1951,224,-0.0960594764205991,1.56374271573411,1.33505047077565
