"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
1951-02-20,1.391770174736,36939,2,51,1951.13778538813,1214,1951,51,0.330576443924682,1.55762598918111,1.98642394847823
1951-02-21,1.36345332836732,36940,2,52,1951.14052511416,1214,1951,52,0.310020693430777,1.50099229644376,1.99019952799405
1951-02-22,1.30681963562997,36941,2,53,1951.14326484018,1214,1951,53,0.26759642636649,1.4443586037064,1.99303121263092
1951-02-23,1.27850278926129,36942,2,54,1951.14600456621,1214,1951,54,0.245689697413749,1.39581543850296,1.99491900238883
1951-02-24,1.22186909652394,36943,2,55,1951.14874429224,1214,1951,55,0.200381732690564,1.35131753706646,1.99491900238883
1951-02-25,1.22186909652394,36944,2,56,1951.15148401826,1214,1951,56,0.200381732690564,1.31491016316388,1.99491900238883
1951-02-26,1.16523540378658,36945,2,57,1951.15422374429,1214,1951,57,0.152923129941739,1.27850278926129,1.99491900238883
1951-02-27,1.16523540378658,36946,2,58,1951.15696347032,1214,1951,58,0.152923129941739,1.24614067912566,1.99586289726779
1951-02-28,1.1369185574179,36947,2,59,1951.15970319635,1214,1951,59,0.128321582843088,1.21377856899003,1.99680679214674
1951-03-01,1.10860171104923,36948,3,61,1951.16244292237,1215,1951,60,0.103099501434841,1.18546172262135,1.99680679214674
1951-03-02,1.10860171104923,36949,3,62,1951.1651826484,1215,1951,61,0.103099501434841,1.16119014001963,1.99586289726779
1951-03-03,1.08028486468055,36950,3,63,1951.16792237443,1215,1951,62,0.0772247699497301,1.14096382118486,1.99397510750987
1951-03-04,1.05196801831187,36951,3,64,1951.17066210046,1215,1951,63,0.0506627130091739,1.11669223858314,1.97792889456762
1951-03-05,1.02365117194319,36952,3,65,1951.17340182648,1215,1951,64,0.0233758161828798,1.09646591974837,1.88353940667203
1951-03-06,0.995334325574518,36953,3,66,1951.17614155251,1215,1951,65,-0.00467659265825434,1.07219433714664,1.77404760071315
1951-03-07,0.995334325574518,36954,3,67,1951.17888127854,1215,1951,66,-0.00467659265825434,1.05196801831187,1.69381653600189
1951-03-08,0.967017479205841,36955,3,68,1951.18162100457,1215,1951,67,-0.0335387079881308,1.0317416994771,1.64001452790141
1951-03-09,0.967017479205841,36956,3,69,1951.18436073059,1215,1951,68,-0.0335387079881308,1.01151538064233,1.56450293758493
1951-03-10,0.967017479205841,36957,3,70,1951.18710045662,1215,1951,69,-0.0335387079881308,0.995334325574517,1.45689892138396
1951-03-11,0.910383786468486,36958,3,71,1951.18984018265,1215,1951,70,-0.0938890250080176,0.975108006739748,1.36156553860941
1951-03-12,1.36345332836732,36959,3,72,1951.19257990868,1215,1951,71,0.310020693430777,1.0236511719432,1.31720247929848
1951-03-13,3.88365265517961,36960,3,73,1951.1953196347,1215,1951,72,1.35677611676461,1.43626807617249,1.37006059252002
1951-03-14,4.50662327529051,36961,3,74,1951.19805936073,1215,1951,73,1.50554815363642,1.93788078327478,1.45217944698918
1951-03-15,3.17573149596267,36962,3,75,1951.20079908676,1215,1951,74,1.15553799823758,2.25341135709718,1.49559861142115
1951-03-16,2.52444402948309,36963,3,76,1951.20353881279,1215,1951,75,0.926020852139421,2.47590086427965,1.52108377315296
1951-03-17,2.269592412165,36964,3,77,1951.20627853881,1215,1951,76,0.819600261259207,2.66198299755953,1.53996167073208
1951-03-18,1.92979025574087,36965,3,78,1951.20901826484,1215,1951,77,0.657411321229221,2.80761249316987,1.55034451440059
1951-03-19,1.70325548479145,36966,3,79,1951.21175799087,1215,1951,78,0.532541410858119,2.85615565837332,1.55600788367433
1951-03-20,1.84483971663484,36967,3,80,1951.2144977169,1215,1951,79,0.612392399266026,2.56489666715263,1.56827851710076
1951-03-21,1.95810710210955,36968,3,81,1951.21723744292,1215,1951,80,0.671978242361857,2.20082292812678,1.58621251980092
1951-03-22,1.95810710210955,36969,3,82,1951.21997716895,1215,1951,81,0.671978242361857,2.02687658614777,1.60509041738004
1951-03-23,1.70325548479145,36970,3,83,1951.22271689498,1215,1951,82,0.532541410858119,1.9095639369061,1.61641715592751
1951-03-24,1.53335440657939,36971,3,84,1951.225456621,1215,1951,83,0.427457758153842,1.8043870789653,1.62396831495916
1951-03-25,1.391770174736,36972,3,85,1951.22819634703,1215,1951,84,0.330576443924682,1.72752706739318,1.62774389447498
1951-03-26,1.36345332836732,36973,3,86,1951.23093607306,1215,1951,85,0.310020693430777,1.67898390218973,1.63246336886976
1951-03-27,1.25018594289261,36974,3,87,1951.23367579909,1215,1951,86,0.223292294565473,1.5940333630837,1.63340726374871
1951-03-28,1.16523540378658,36975,3,88,1951.23641552511,1215,1951,87,0.152923129941739,1.48076597760899,1.63340726374871
1951-03-29,1.10860171104923,36976,3,89,1951.23915525114,1215,1951,88,0.103099501434841,1.35940806460037,1.6315194739908
1951-03-30,1.10860171104923,36977,3,90,1951.24189497717,1215,1951,89,0.103099501434841,1.27445752549434,1.63057557911185
1951-03-31,1.16523540378658,36978,3,91,1951.2446347032,1215,1951,90,0.152923129941739,1.22186909652394,1.63246336886976
1951-04-01,1.05196801831187,36979,4,92,1951.24737442922,1216,1951,91,0.0506627130091739,1.17332593132049,1.63057557911185
1951-04-02,1.02365117194319,36980,4,93,1951.25011415525,1216,1951,92,0.0233758161828798,1.12478276611704,1.62868778935393
1951-04-03,1.16523540378658,36981,4,94,1951.25285388128,1216,1951,93,0.152923129941739,1.11264697481618,1.63246336886976
1951-04-04,1.19355225015526,36982,4,95,1951.25559360731,1216,1951,94,0.17693394477041,1.11669223858314,1.63812673814349
1951-04-05,1.08028486468055,36983,4,96,1951.25833333333,1216,1951,95,0.0772247699497301,1.11264697481618,1.64095842278036
1951-04-06,1.02365117194319,36984,4,97,1951.26107305936,1216,1951,96,0.0233758161828798,1.10051118351532,1.64190231765932
1951-04-07,3.43058311328077,36985,4,98,1951.26381278539,1216,1951,97,1.23273025060077,1.42413228487163,1.72402117212848
1951-04-08,9.06563554064756,36986,4,99,1951.26655251142,1216,1951,98,2.20449095103196,2.56894193091959,1.99397510750987
1951-04-09,18.5517790741545,36987,4,100,1951.26929223744,1216,1951,99,2.92056569141717,5.07296020266406,2.5801338273415
1951-04-10,10.5381115518188,36988,4,101,1951.27203196347,1216,1951,100,2.35499835740376,6.41194250952581,2.9010580861865
1951-04-11,7.25335737305221,36989,4,102,1951.2747716895,1216,1951,101,1.98146444761362,7.27762895565394,3.09738822100933
1951-04-12,5.86583190098702,36990,4,103,1951.27751141553,1216,1951,102,1.76914431364739,7.96127853226915,3.16346086253625
1951-04-13,5.0163265099267,36991,4,104,1951.28025114155,1216,1951,103,1.61269789489766,8.53166072340965,3.18045097035745
1951-04-14,4.33672219707845,36992,4,105,1951.28299086758,1216,1951,104,1.46711880863484,8.66110916395218,3.21915066039465
1951-04-15,3.40226626691209,36993,4,106,1951.28573059361,1216,1951,105,1.22444175866873,7.8520564105614,3.24841140164228
1951-04-16,2.83592933953855,36994,4,107,1951.28847031963,1216,1951,106,1.04236969282301,5.60693501990198,3.2672892992214
1951-04-17,2.55276087585177,36995,4,108,1951.29121004566,1216,1951,107,0.937175469889747,4.46617063762097,3.28805498655843
1951-04-18,2.38285979763971,36996,4,109,1951.29394977169,1216,1951,108,0.868301361992051,3.7703852697049,3.31070846365337
1951-04-19,4.11018742612903,36997,4,110,1951.29668949772,1216,1951,109,1.41346862993287,3.51957891615376,3.38622005396984
1951-04-20,5.95078244009305,36998,4,111,1951.29942922374,1216,1951,110,1.78352271344849,3.65307262046324,3.51930923190263
1951-04-21,9.20721977249095,36999,4,112,1951.30216894977,1216,1951,111,2.21998793417298,4.34885798837931,3.76094632091534
1951-04-22,8.52761545964269,37000,4,113,1951.3049086758,1216,1951,112,2.14330977490152,5.08105073019796,3.98842498674372
1951-04-23,5.32781181998215,37001,4,114,1951.30764840183,1216,1951,113,1.67294061354194,5.43703394168991,4.11490690052381
1951-04-24,4.70484119987125,37002,4,115,1951.31038812785,1216,1951,114,1.54859202111201,5.74447398797841,4.22534260136165
1951-04-25,4.87474227808331,37003,4,116,1951.31312785388,1216,1951,115,1.58406723701816,6.10045719947035,4.34238556635218
1951-04-26,3.60048419149283,37004,4,117,1951.31586757991,1216,1951,116,1.28106833405497,6.02764245166518,4.42072884130552
1951-04-27,2.49612718311442,37005,4,118,1951.31860730594,1216,1951,117,0.914740403982437,5.5341202720968,4.46509190061645
1951-04-28,1.98642394847822,37006,4,119,1951.32134703196,1216,1951,118,0.68633601136056,4.50257801152355,4.49435264186408
1951-04-29,1.73157233116013,37007,4,120,1951.32408675799,1216,1951,119,0.549029857687023,3.53171470745462,4.51511832920111
1951-04-30,1.67493863842277,37008,4,121,1951.32682648402,1216,1951,120,0.515776530828546,3.00987568151756,4.53210843702232
1951-05-01,1.53335440657939,37009,5,122,1951.32956621005,1217,1951,121,0.427457758153842,2.55680613961873,4.54815464996457
1951-05-02,1.53335440657939,37010,5,123,1951.33230593607,1217,1951,122,0.427457758153842,2.07946501511817,4.56514475778578
1951-05-03,1.44840386747336,37011,5,124,1951.3350456621,1217,1951,123,0.370462169075186,1.77202496882967,4.57458370657534
1951-05-04,1.27850278926129,37012,5,125,1951.33778538813,1217,1951,124,0.245689697413749,1.59807862685065,4.57741539121221
1951-05-05,1.19355225015526,37013,5,126,1951.34052511416,1217,1951,125,0.17693394477041,1.48481124137594,4.58119097072803
1951-05-06,1.08028486468055,37014,5,127,1951.34326484018,1217,1951,126,0.0772247699497301,1.391770174736,4.58307876048594
1951-05-07,1.02365117194319,37015,5,128,1951.34600456621,1217,1951,127,0.0233758161828798,1.29872910809606,4.50284769577469
1951-05-08,0.967017479205841,37016,5,129,1951.34874429224,1217,1951,128,-0.0335387079881308,1.21782383275698,4.2328937603933
1951-05-09,0.910383786468486,37017,5,130,1951.35148401826,1217,1951,129,-0.0938890250080176,1.128828029884,3.64484725080376
1951-05-10,0.825433247362454,37018,5,131,1951.35422374429,1217,1951,130,-0.191846882171452,1.03983222701101,3.32109130732188
1951-05-11,0.7687995546251,37019,5,132,1951.35696347032,1217,1951,131,-0.262925000638007,0.967017479205841,3.10493938004098
1951-05-12,0.7687995546251,37020,5,133,1951.35970319635,1217,1951,132,-0.262925000638007,0.906338522701532,2.93503830182892
1951-05-13,0.825433247362454,37021,5,134,1951.36244292237,1217,1951,133,-0.191846882171452,0.869931148798947,2.79534185974344
1951-05-14,0.910383786468486,37022,5,135,1951.3651826484,1217,1951,134,-0.0938890250080176,0.853750093731132,2.68113057938978
1951-05-15,0.7687995546251,37023,5,136,1951.36792237443,1217,1951,135,-0.262925000638007,0.825433247362454,2.59334835564688
1951-05-16,0.65553216915039,37024,5,137,1951.37066210046,1217,1951,136,-0.422307901238255,0.789025873459869,2.52066844996727
1951-05-17,0.627215322781713,37025,5,138,1951.37340182648,1217,1951,137,-0.46646537978882,0.760709027091192,2.45648359819827
1951-05-18,0.65553216915039,37026,5,139,1951.37614155251,1217,1951,138,-0.422307901238255,0.744527972023376,2.39890601058196
1951-05-19,0.627215322781713,37027,5,140,1951.37888127854,1217,1951,139,-0.46646537978882,0.724301653188607,2.28280694047038
1951-05-20,0.598898476413035,37028,5,141,1951.38162100457,1217,1951,140,-0.51266318369052,0.691939543052975,2.10441080834771
1951-05-21,0.542264783675681,37029,5,142,1951.38436073059,1217,1951,141,-0.612000866067857,0.639351114082575,1.81557897538721
1951-05-22,0.513947937307003,37030,5,143,1951.38710045662,1217,1951,142,-0.665633307943064,0.602943740179989,1.54845672464268
1951-05-23,0.485631090938326,37031,5,144,1951.38984018265,1217,1951,143,-0.722306015466138,0.578672157578266,1.38705070034122
1951-05-24,0.485631090938326,37032,5,145,1951.39257990868,1217,1951,144,-0.722306015466138,0.558445838743496,1.24641036337679
1951-05-25,0.485631090938326,37033,5,146,1951.3953196347,1217,1951,145,-0.722306015466138,0.534174256141773,1.10010665713862
1951-05-26,0.485631090938326,37034,5,147,1951.39805936073,1217,1951,146,-0.722306015466138,0.513947937307003,0.996278220453474
1951-05-27,0.485631090938326,37035,5,148,1951.40079908676,1217,1951,147,-0.722306015466138,0.497766882239188,0.929261684047605
1951-05-28,0.598898476413035,37036,5,149,1951.40353881279,1217,1951,148,-0.51266318369052,0.505857409773095,0.883010834978765
1951-05-29,0.513947937307003,37037,5,150,1951.40627853881,1217,1951,149,-0.665633307943064,0.505857409773095,0.842423355183661
1951-05-30,0.428997398200971,37038,5,151,1951.40901826484,1217,1951,150,-0.846304424872112,0.497766882239188,0.800891980509601
1951-05-31,0.344046859094939,37039,5,152,1951.41175799087,1217,1951,151,-1.06697741258637,0.477540563404418,0.761248395593452
1951-06-01,0.513947937307003,37040,6,153,1951.4144977169,1218,1951,152,-0.665633307943064,0.481585827171372,0.72726817995104
1951-06-02,0.598898476413035,37041,6,154,1951.41723744292,1218,1951,153,-0.51266318369052,0.497766882239187,0.698951333582362
1951-06-03,0.400680551832294,37042,6,155,1951.41997716895,1218,1951,154,-0.914590798000094,0.485631090938326,0.669690592334729
1951-06-04,0.344046859094939,37043,6,156,1951.42271689498,1218,1951,155,-1.06697741258637,0.449223717035741,0.641373745966051
1951-06-05,0.315730012726262,37044,6,157,1951.425456621,1218,1951,156,-1.15286782070125,0.420906870667063,0.615888584234242
1951-06-06,0.278918112446981,37045,6,158,1951.42819634703,1218,1951,157,-1.2768370440157,0.399466972702208,0.591064148917701
1951-06-07,0.344046859094939,37046,6,159,1951.43093607306,1218,1951,158,-1.06697741258637,0.399466972702208,0.570298461580671
1951-06-08,0.7687995546251,37047,6,160,1951.43367579909,1218,1951,159,-0.262925000638007,0.435874346604793,0.565578987185892
1951-06-09,0.485631090938326,37048,6,161,1951.43641552511,1218,1951,160,-0.722306015466138,0.419693291536977,0.554252248638421
1951-06-10,0.315730012726262,37049,6,162,1951.43915525114,1218,1951,161,-1.15286782070125,0.407557500236116,0.539149930575126
1951-06-11,0.287413166357585,37050,6,163,1951.44189497717,1218,1951,162,-1.24683449442557,0.399466972702208,0.523103717632876
1951-06-12,0.26759137389951,37051,6,164,1951.4446347032,1218,1951,163,-1.31829418630177,0.392590024298386,0.504508988517444
1951-06-13,0.244937896804569,37052,6,165,1951.44737442922,1218,1951,164,-1.40675058299984,0.387735707778042,0.48232745886198
1951-06-14,0.202462627251552,37053,6,166,1951.45011415525,1218,1951,165,-1.5971999662507,0.367509388943272,0.463449561282862
1951-06-15,0.174145780882875,37054,6,167,1951.45285388128,1218,1951,166,-1.7478625093779,0.28255884983724,0.447403348340611
1951-06-16,0.162819042335404,37055,6,168,1951.45559360731,1218,1951,167,-1.81511586459169,0.236442842893965,0.431923472325734
1951-06-17,0.157155673061669,37056,6,169,1951.45833333333,1218,1951,168,-1.8505184167295,0.213789365799023,0.41531092245611
1951-06-18,0.151492303787933,37057,6,170,1951.46107305936,1218,1951,169,-1.88722045540273,0.194372099717645,0.399453488489651
1951-06-19,0.236442842893965,37058,6,171,1951.46381278539,1218,1951,170,-1.44204877935453,0.189922309573995,0.387371634039015
1951-06-20,1.25018594289261,37059,6,172,1951.46655251142,1218,1951,171,0.223292294565473,0.333529173300859,0.410969006012913
1951-06-21,1.08028486468055,37060,6,173,1951.46929223744,1218,1951,172,0.0772247699497301,0.45893235007643,0.429846903592031
1951-06-22,0.627215322781713,37061,6,174,1951.47203196347,1218,1951,173,-0.46646537978882,0.523656570347692,0.434566377986811
1951-06-23,0.400680551832294,37062,6,175,1951.4747716895,1218,1951,174,-0.914590798000094,0.557636785990105,0.431734693349943
1951-06-24,0.278918112446981,37063,6,176,1951.47751141553,1218,1951,175,-1.2768370440157,0.575031420188007,0.424844260733565
1951-06-25,0.216621050435891,37064,6,177,1951.48025114155,1218,1951,176,-1.52960576337621,0.584335526852001,0.415877259383484
1951-06-26,0.174145780882875,37065,6,178,1951.48299086758,1218,1951,177,-1.7478625093779,0.575435946564702,0.405494415714969
1951-06-27,0.162819042335404,37066,6,179,1951.48573059361,1218,1951,178,-1.81511586459169,0.420097817913673,0.390958434579048
1951-06-28,0.202462627251552,37067,6,180,1951.48847031963,1218,1951,179,-1.5971999662507,0.294694641138101,0.380575590910533
1951-06-29,0.174145780882875,37068,6,181,1951.49121004566,1218,1951,180,-1.7478625093779,0.229970420866839,0.37208053699993
1951-06-30,0.16848241160914,37069,6,182,1951.49394977169,1218,1951,181,-1.78092391677952,0.196799257977817,0.366228388750403
1951-07-01,0.208125996525288,37070,7,183,1951.49668949772,1219,1951,182,-1.5696116301494,0.186686098560432,0.356034324057679
1951-07-02,0.344046859094939,37071,7,184,1951.49942922374,1219,1951,183,-1.06697741258637,0.204889785511725,0.347539270147076
1951-07-03,0.428997398200971,37072,7,185,1951.50216894977,1219,1951,184,-0.846304424872112,0.24129715941431,0.348483165026032
1951-07-04,0.910383786468486,37073,7,186,1951.5049086758,1219,1951,185,-0.0938890250080176,0.348092122861893,0.36736106260515
1951-07-05,0.513947937307003,37074,7,187,1951.50764840183,1219,1951,186,-0.665633307943064,0.392590024298386,0.373968326757842
1951-07-06,0.428997398200971,37075,7,188,1951.51038812785,1219,1951,187,-0.846304424872112,0.428997398200971,0.378970969616308
1951-07-07,0.344046859094939,37076,7,189,1951.51312785388,1219,1951,188,-1.06697741258637,0.454078033556085,0.378970969616308
1951-07-08,0.278918112446981,37077,7,190,1951.51586757991,1219,1951,189,-1.2768370440157,0.46419119297347,0.362641588210371
1951-07-09,0.256264635352039,37078,7,191,1951.51860730594,1219,1951,190,-1.3615446365915,0.451650875295913,0.354996039690828
1951-07-10,0.627215322781713,37079,7,192,1951.52134703196,1219,1951,191,-0.46646537978882,0.47996772166459,0.365378883359343
1951-07-11,0.457314244569649,37080,7,193,1951.52408675799,1219,1951,192,-0.782384499514717,0.415243501393328,0.371042252633078
1951-07-12,0.244937896804569,37081,7,194,1951.52682648402,1219,1951,193,-1.40675058299984,0.376813495607266,0.370287136729913
1951-07-13,0.202462627251552,37082,7,195,1951.52956621005,1219,1951,194,-1.5971999662507,0.344451385471635,0.368871294411479
1951-07-14,0.256264635352039,37083,7,196,1951.53230593607,1219,1951,195,-1.3615446365915,0.331911067794077,0.370664694681496
1951-07-15,1.61830494568542,37084,7,197,1951.5350456621,1219,1951,196,0.481379271635286,0.523252043970997,0.418803333508247
1951-07-16,1.391770174736,37085,7,198,1951.53778538813,1219,1951,197,0.330576443924682,0.685467121025849,0.459768371254934
1951-07-17,0.825433247362454,37086,7,199,1951.54052511416,1219,1951,198,-0.191846882171452,0.713783967394526,0.482044290398293
1951-07-18,0.882066940099809,37087,7,200,1951.54326484018,1219,1951,199,-0.125487330050514,0.774462923898835,0.506396778275356
1951-07-19,2.29790925853368,37088,7,201,1951.54600456621,1219,1951,200,0.831999691498833,1.06774454700299,0.575112325463346
1951-07-20,3.03414726411929,37089,7,202,1951.54874429224,1219,1951,201,1.10993041769149,1.47227092369839,0.634577702837569
1951-07-21,4.84642543171464,37090,7,203,1951.55148401826,1219,1951,202,1.57824140882466,2.12800818032161,0.760115721738705
1951-07-22,6.7719709847847,37091,7,204,1951.55422374429,1219,1951,203,1.91279217967587,2.86424618590723,0.964940910472138
1951-07-23,7.93296168590047,37092,7,205,1951.55696347032,1219,1951,204,2.07102644459693,3.79870211607358,1.21601694827441
1951-07-24,6.46048567472925,37093,7,206,1951.55970319635,1219,1951,205,1.86570449681513,4.60370960569741,1.42206920035049
1951-07-25,5.38444551271951,37094,7,207,1951.56244292237,1219,1951,206,1.68351433645238,5.24690654464308,1.59433001575994
1951-07-26,9.97177462444524,37095,7,208,1951.5651826484,1219,1951,207,2.29975856456809,6.34317302548759,1.92091764387869
1951-07-27,11.7274190993032,37096,7,209,1951.56792237443,1219,1951,208,2.46192961282134,7.58506900194243,2.30640431244428
1951-07-28,6.91355521662808,37097,7,210,1951.57066210046,1219,1951,209,1.93348400859819,7.88037325693007,2.53010739875683
1951-07-29,5.24286128087612,37098,7,211,1951.57340182648,1219,1951,210,1.65686739527282,7.66192901351456,2.69906458208994
1951-07-30,4.98800966355802,37099,7,212,1951.57614155251,1219,1951,211,1.60703696517718,7.24122158175135,2.85971549048824
1951-07-31,4.81810858534596,37100,7,213,1951.57888127854,1219,1951,212,1.57238144137042,7.00659628326802,3.01338157678226
1951-08-01,5.80919820824967,37101,8,214,1951.58162100457,1220,1951,213,1.75944255931823,7.06727523977233,3.19555328842075
1951-08-02,6.12068351830512,37102,8,215,1951.58436073059,1220,1951,214,1.81167377628539,6.5171193674666,3.38527615909089
1951-08-03,5.15791074177009,37103,8,216,1951.58710045662,1220,1951,215,1.64053160249556,5.57861817353329,3.52686039093427
1951-08-04,4.25177165797241,37104,8,217,1951.58984018265,1220,1951,216,1.44733575677343,5.19836337943963,3.65145451495645
1951-08-05,3.65711788423019,37105,8,218,1951.59257990868,1220,1951,217,1.29667537387608,4.97182860849021,3.75905853115743
1951-08-06,3.88365265517961,37106,8,219,1951.5953196347,1220,1951,218,1.35677611676461,4.81406332157901,3.87704539102692
1951-08-07,3.31731572780606,37107,8,220,1951.59805936073,1220,1951,219,1.19915594018221,4.59966434193045,3.97832531153889
1951-08-08,3.09078095685664,37108,8,221,1951.60079908676,1220,1951,220,1.12842379582389,4.21131902030288,4.07280918892237
1951-08-09,4.50662327529051,37109,8,222,1951.60353881279,1220,1951,221,1.50554815363642,3.9807389855865,4.20212278733933
1951-08-10,4.25177165797241,37110,8,223,1951.60627853881,1220,1951,222,1.44733575677343,3.85129054504398,4.32860470111943
1951-08-11,3.60048419149283,37111,8,224,1951.60901826484,1220,1951,223,1.28106833405497,3.75824947840404,4.4404562442757
1951-08-12,3.31731572780606,37112,8,225,1951.61175799087,1220,1951,224,1.19915594018221,3.70970631320059,4.54428468096085
1951-08-13,2.46781033674574,37113,8,226,1951.61449771689,1220,1951,225,0.903331254121608,3.50744312485289,4.61800287100731
